SUMMARY 01/29/2011  $-5744.80    46
        SELL    04/22/2004  $74.30
        SELL    04/22/2004  $75.08
        SELL    04/22/2004  $48.68
        BUY     04/22/2004  $-51.27
        SELL    04/22/2004  $66.87
        BUY     04/23/2004  $-46.80
        BUY     04/23/2004  $-86.27
        SELL    04/23/2004  $98.53
        BUY     04/23/2004  $-46.79
        BUY     04/23/2004  $-39.65
        SELL    04/23/2004  $50.60
        BUY     04/23/2004  $-98.93
        SELL    04/23/2004  $42.12
        SUMMARY 04/28/2004  $-940.90    38
          BUY     04/23/2004  $-15.93
          SELL    04/23/2004  $20.35
          SELL    04/23/2004  $18.11
          SELL    04/23/2004  $23.25
          BUY     04/24/2004  $-60.11
          BUY     04/24/2004  $-92.84
          BUY     04/24/2004  $-77.64
          BUY     04/24/2004  $-94.76
          SELL    04/24/2004  $32.63
          BUY     04/24/2004  $-78.93
          BUY     04/24/2004  $-3.34
          BUY     04/24/2004  $-63.73
          SUMMARY 04/25/2004  $-236.75    14
            BUY     04/24/2004  $-93.83
            BUY     04/24/2004  $-98.24
            SELL    04/24/2004  $54.59
            SELL    04/24/2004  $71.24
            BUY     04/24/2004  $-8.03
            SELL    04/24/2004  $29.50
            BUY     04/25/2004  $-83.98
            SELL    04/25/2004  $8.91
            SELL    04/25/2004  $1.37
            BUY     04/25/2004  $-9.80
            SELL    04/25/2004  $11.72
            SELL    04/25/2004  $4.25
            BUY     04/25/2004  $-91.97
            BUY     04/25/2004  $-32.48
          BUY     04/25/2004  $-57.32
          SELL    04/25/2004  $73.54
          SELL    04/26/2004  $45.50
          SELL    04/26/2004  $14.67
          BUY     04/26/2004  $-86.88
          SELL    04/26/2004  $54.24
          BUY     04/26/2004  $-99.58
          BUY     04/26/2004  $-75.98
          BUY     04/26/2004  $-1.12
          BUY     04/26/2004  $-75.37
          SELL    04/26/2004  $1.49
          SELL    04/27/2004  $3.12
          BUY     04/27/2004  $-83.10
          BUY     04/27/2004  $-50.63
          SELL    04/27/2004  $95.11
          BUY     04/27/2004  $-13.07
          SELL    04/27/2004  $21.83
          BUY     04/27/2004  $-12.76
          BUY     04/27/2004  $-82.56
          SELL    04/27/2004  $30.04
          SELL    04/27/2004  $1.05
          BUY     04/27/2004  $-28.13
          BUY     04/27/2004  $-14.31
          BUY     04/28/2004  $-36.47
          SELL    04/28/2004  $65.48
        BUY     04/28/2004  $-16.12
        BUY     04/28/2004  $-89.62
        SELL    04/28/2004  $88.99
        BUY     04/28/2004  $-75.54
        SELL    04/28/2004  $55.61
        BUY     04/28/2004  $-19.41
        BUY     04/28/2004  $-78.17
        BUY     04/28/2004  $-40.70
        BUY     04/28/2004  $-93.62
        BUY     04/28/2004  $-56.85
        BUY     04/29/2004  $-40.48
        BUY     04/29/2004  $-29.05
        BUY     04/29/2004  $-67.00
        SELL    04/29/2004  $12.19
        SELL    04/29/2004  $22.83
        SELL    04/29/2004  $26.56
        BUY     04/29/2004  $-31.73
        SELL    04/29/2004  $47.62
        BUY     04/29/2004  $-92.85
        BUY     04/29/2004  $-36.28
        BUY     04/29/2004  $-74.80
        SELL    04/30/2004  $38.25
        SELL    04/30/2004  $52.52
      BUY     04/30/2004  $-77.82
      SELL    04/30/2004  $32.67
      BUY     04/30/2004  $-55.41
      BUY     04/30/2004  $-65.75
      SELL    04/30/2004  $44.38
      SELL    04/30/2004  $11.56
      SELL    04/30/2004  $69.19
      SUMMARY 05/06/2004  $416.52    26
        SELL    04/30/2004  $5.23
        SELL    04/30/2004  $45.40
        SUMMARY 05/02/2004  $-149.43    19
          SELL    05/01/2004  $87.49
          BUY     05/01/2004  $-67.74
          SELL    05/01/2004  $37.07
          BUY     05/01/2004  $-48.46
          SELL    05/01/2004  $89.50
          BUY     05/01/2004  $-50.55
          BUY     05/01/2004  $-61.69
          BUY     05/01/2004  $-38.25
          SELL    05/01/2004  $76.70
          BUY     05/01/2004  $-9.93
          BUY     05/01/2004  $-4.77
          SELL    05/02/2004  $15.00
          BUY     05/02/2004  $-1.03
          BUY     05/02/2004  $-40.28
          BUY     05/02/2004  $-19.22
          SELL    05/02/2004  $20.11
          BUY     05/02/2004  $-73.03
          SELL    05/02/2004  $24.19
          BUY     05/02/2004  $-84.54
        SELL    05/02/2004  $37.61
        SELL    05/03/2004  $30.64
        SELL    05/03/2004  $90.22
        SELL    05/03/2004  $97.51
        SELL    05/03/2004  $28.35
        BUY     05/03/2004  $-8.42
        SUMMARY 05/05/2004  $145.60    21
          SELL    05/03/2004  $24.81
          BUY     05/03/2004  $-10.12
          BUY     05/03/2004  $-38.50
          BUY     05/03/2004  $-24.55
          BUY     05/03/2004  $-6.11
          BUY     05/03/2004  $-84.70
          BUY     05/03/2004  $-39.31
          SELL    05/03/2004  $38.81
          SELL    05/03/2004  $18.16
          SELL    05/04/2004  $63.33
          BUY     05/04/2004  $-52.41
          SELL    05/04/2004  $40.54
          SELL    05/04/2004  $17.87
          SELL    05/04/2004  $91.39
          SELL    05/04/2004  $86.03
          BUY     05/04/2004  $-37.40
          BUY     05/04/2004  $-26.61
          SELL    05/04/2004  $39.62
          BUY     05/04/2004  $-25.35
          BUY     05/04/2004  $-28.68
          SELL    05/05/2004  $98.78
        SELL    05/05/2004  $64.35
        SELL    05/05/2004  $11.32
        BUY     05/05/2004  $-40.52
        BUY     05/05/2004  $-82.17
        BUY     05/05/2004  $-45.39
        BUY     05/05/2004  $-63.24
        SELL    05/05/2004  $81.41
        BUY     05/05/2004  $-52.77
        SELL    05/05/2004  $12.42
        SELL    05/05/2004  $49.07
        SELL    05/06/2004  $65.18
        SELL    05/06/2004  $42.38
        SELL    05/06/2004  $89.32
        BUY     05/06/2004  $-51.99
        SELL    05/06/2004  $21.24
        BUY     05/06/2004  $-6.80
      SELL    05/06/2004  $23.29
      BUY     05/06/2004  $-99.24
    SELL    05/06/2004  $1.73
    BUY     05/07/2004  $-82.72
    BUY     05/07/2004  $-20.64
    BUY     05/07/2004  $-96.79
    SELL    05/07/2004  $43.18
  SUMMARY 12/11/2004  $2718.85    53
    BUY     05/07/2004  $-72.94
    SELL    05/07/2004  $82.31
    BUY     05/07/2004  $-85.96
    BUY     05/07/2004  $-33.64
    BUY     05/07/2004  $-26.54
    SELL    05/07/2004  $67.51
    SUMMARY 05/17/2004  $99.09    63
      SELL    05/07/2004  $90.42
      SELL    05/07/2004  $78.90
      SELL    05/08/2004  $83.91
      BUY     05/08/2004  $-74.43
      SELL    05/08/2004  $65.06
      BUY     05/08/2004  $-74.84
      BUY     05/08/2004  $-1.90
      BUY     05/08/2004  $-79.16
      SELL    05/08/2004  $20.80
      SELL    05/08/2004  $59.71
      BUY     05/08/2004  $-87.09
      SELL    05/08/2004  $34.70
      BUY     05/08/2004  $-16.16
      SELL    05/08/2004  $16.64
      BUY     05/08/2004  $-61.96
      BUY     05/09/2004  $-61.85
      BUY     05/09/2004  $-13.78
      BUY     05/09/2004  $-3.59
      SELL    05/09/2004  $3.20
      SELL    05/09/2004  $18.77
      BUY     05/09/2004  $-88.23
      SELL    05/09/2004  $26.76
      SELL    05/09/2004  $35.43
      BUY     05/09/2004  $-26.93
      BUY     05/09/2004  $-50.50
      BUY     05/09/2004  $-80.16
      SELL    05/09/2004  $51.38
      SELL    05/09/2004  $97.49
      SELL    05/10/2004  $21.43
      SELL    05/10/2004  $17.08
      BUY     05/10/2004  $-24.65
      BUY     05/10/2004  $-49.71
      SELL    05/10/2004  $7.74
      SELL    05/10/2004  $3.56
      SUMMARY 05/13/2004  $42.90    19
        BUY     05/10/2004  $-80.66
        BUY     05/10/2004  $-4.41
        SELL    05/10/2004  $38.81
        SELL    05/10/2004  $4.13
        SELL    05/10/2004  $81.85
        BUY     05/11/2004  $-78.48
        SELL    05/11/2004  $99.77
        BUY     05/11/2004  $-26.15
        BUY     05/11/2004  $-51.44
        SELL    05/11/2004  $59.66
        BUY     05/11/2004  $-1.00
        BUY     05/11/2004  $-39.16
        BUY     05/11/2004  $-81.05
        SELL    05/11/2004  $7.93
        SELL    05/11/2004  $34.42
        SELL    05/11/2004  $6.22
        BUY     05/11/2004  $-43.19
        SUMMARY 05/13/2004  $184.68    21
          SELL    05/12/2004  $44.18
          BUY     05/12/2004  $-95.55
          BUY     05/12/2004  $-12.92
          BUY     05/12/2004  $-6.16
          BUY     05/12/2004  $-38.18
          SELL    05/12/2004  $45.62
          BUY     05/12/2004  $-84.13
          SELL    05/12/2004  $3.33
          SELL    05/12/2004  $35.83
          SELL    05/12/2004  $85.96
          SELL    05/12/2004  $80.35
          SELL    05/12/2004  $100.00
          SELL    05/13/2004  $32.07
          SELL    05/13/2004  $4.09
          SELL    05/13/2004  $1.21
          SELL    05/13/2004  $13.24
          BUY     05/13/2004  $-82.28
          SELL    05/13/2004  $60.25
          BUY     05/13/2004  $-63.57
          SELL    05/13/2004  $55.12
          SELL    05/13/2004  $6.22
        BUY     05/13/2004  $-69.03
      BUY     05/14/2004  $-91.52
      SELL    05/14/2004  $94.19
      SUMMARY 05/16/2004  $-30.50    21
        BUY     05/14/2004  $-27.73
        SELL    05/14/2004  $50.89
        BUY     05/14/2004  $-16.82
        SELL    05/14/2004  $64.00
        BUY     05/14/2004  $-1.27
        SELL    05/14/2004  $88.55
        BUY     05/14/2004  $-83.61
        SELL    05/14/2004  $34.19
        BUY     05/15/2004  $-97.83
        SELL    05/15/2004  $62.01
        BUY     05/15/2004  $-14.72
        BUY     05/15/2004  $-11.43
        SELL    05/15/2004  $69.51
        BUY     05/15/2004  $-22.63
        SELL    05/15/2004  $45.11
        BUY     05/15/2004  $-82.15
        BUY     05/15/2004  $-90.25
        SELL    05/15/2004  $4.07
        SELL    05/15/2004  $85.84
        BUY     05/15/2004  $-3.61
        BUY     05/15/2004  $-82.62
      SELL    05/16/2004  $20.27
      SELL    05/16/2004  $53.76
      SELL    05/16/2004  $77.50
      SELL    05/16/2004  $46.45
      SELL    05/16/2004  $15.31
      SELL    05/16/2004  $65.40
      SELL    05/16/2004  $10.90
      SELL    05/16/2004  $69.93
      BUY     05/16/2004  $-22.14
      BUY     05/16/2004  $-5.42
      BUY     05/16/2004  $-86.10
      SELL    05/16/2004  $38.44
      BUY     05/16/2004  $-79.76
      SELL    05/17/2004  $1.17
      SELL    05/17/2004  $61.87
      BUY     05/17/2004  $-32.61
      BUY     05/17/2004  $-4.93
      BUY     05/17/2004  $-8.47
      BUY     05/17/2004  $-51.08
      SELL    05/17/2004  $84.29
      SELL    05/17/2004  $14.31
      BUY     05/17/2004  $-38.73
      BUY     05/17/2004  $-5.34
      BUY     05/17/2004  $-6.49
      BUY     05/17/2004  $-72.55
    SELL    05/17/2004  $81.28
    BUY     05/18/2004  $-93.78
    SELL    05/18/2004  $55.29
    SELL    05/18/2004  $53.92
    SELL    05/18/2004  $80.46
    SUMMARY 06/20/2004  $920.71    64
      SELL    05/18/2004  $71.74
      BUY     05/18/2004  $-12.93
      BUY     05/18/2004  $-3.18
      SUMMARY 05/24/2004  $878.44    35
        BUY     05/18/2004  $-4.78
        BUY     05/18/2004  $-24.87
        BUY     05/18/2004  $-39.46
        SELL    05/18/2004  $53.58
        SELL    05/18/2004  $53.67
        SELL    05/18/2004  $61.36
        BUY     05/19/2004  $-29.11
        SELL    05/19/2004  $95.33
        SUMMARY 05/22/2004  $691.74    37
          BUY     05/19/2004  $-11.81
          BUY     05/19/2004  $-62.43
          BUY     05/19/2004  $-14.91
          BUY     05/19/2004  $-78.44
          BUY     05/19/2004  $-64.43
          SELL    05/19/2004  $12.13
          BUY     05/19/2004  $-8.71
          BUY     05/19/2004  $-34.61
          BUY     05/19/2004  $-44.40
          SELL    05/20/2004  $2.13
          SELL    05/20/2004  $57.36
          BUY     05/20/2004  $-86.99
          SELL    05/20/2004  $39.57
          SELL    05/20/2004  $64.69
          SELL    05/20/2004  $60.43
          BUY     05/20/2004  $-17.57
          SELL    05/20/2004  $43.00
          BUY     05/20/2004  $-68.16
          SELL    05/20/2004  $71.83
          BUY     05/20/2004  $-69.06
          SELL    05/20/2004  $80.82
          BUY     05/21/2004  $-37.62
          SELL    05/21/2004  $75.50
          SELL    05/21/2004  $97.74
          SELL    05/21/2004  $76.70
          SELL    05/21/2004  $96.67
          SELL    05/21/2004  $46.03
          SELL    05/21/2004  $36.91
          SELL    05/21/2004  $3.67
          BUY     05/21/2004  $-2.76
          BUY     05/21/2004  $-17.81
          SELL    05/21/2004  $98.09
          SELL    05/22/2004  $75.70
          SELL    05/22/2004  $32.95
          SELL    05/22/2004  $74.58
          SELL    05/22/2004  $73.02
          SELL    05/22/2004  $91.93
        BUY     05/22/2004  $-50.21
        BUY     05/22/2004  $-44.12
        BUY     05/22/2004  $-38.07
        BUY     05/22/2004  $-29.44
        SELL    05/22/2004  $3.46
        SELL    05/22/2004  $77.50
        SELL    05/22/2004  $8.40
        SELL    05/22/2004  $32.88
        SELL    05/23/2004  $92.52
        SELL    05/23/2004  $76.37
        SELL    05/23/2004  $53.19
        BUY     05/23/2004  $-73.84
        BUY     05/23/2004  $-75.31
        SELL    05/23/2004  $15.53
        SELL    05/23/2004  $40.13
        SELL    05/23/2004  $89.77
        BUY     05/23/2004  $-93.30
        SELL    05/23/2004  $26.26
        SELL    05/24/2004  $74.40
        BUY     05/24/2004  $-69.48
        BUY     05/24/2004  $-78.68
        SELL    05/24/2004  $97.80
        SELL    05/24/2004  $2.58
        BUY     05/24/2004  $-36.70
        BUY     05/24/2004  $-12.96
        BUY     05/24/2004  $-67.70
      SUMMARY 06/03/2004  $-859.42    51
        SELL    05/24/2004  $92.97
        SELL    05/24/2004  $97.11
        SELL    05/24/2004  $71.87
        BUY     05/25/2004  $-9.24
        SELL    05/25/2004  $74.20
        SELL    05/25/2004  $93.46
        SELL    05/25/2004  $45.65
        BUY     05/25/2004  $-29.01
        SELL    05/25/2004  $27.29
        BUY     05/25/2004  $-47.38
        BUY     05/25/2004  $-55.41
        SUMMARY 05/27/2004  $-525.97    19
          BUY     05/25/2004  $-94.38
          BUY     05/25/2004  $-97.11
          BUY     05/25/2004  $-51.76
          BUY     05/25/2004  $-41.77
          BUY     05/26/2004  $-1.41
          SELL    05/26/2004  $47.21
          BUY     05/26/2004  $-89.35
          SELL    05/26/2004  $46.55
          BUY     05/26/2004  $-92.49
          BUY     05/26/2004  $-91.93
          BUY     05/26/2004  $-25.70
          BUY     05/26/2004  $-97.26
          BUY     05/26/2004  $-60.03
          SELL    05/26/2004  $1.10
          SELL    05/26/2004  $48.71
          SELL    05/27/2004  $95.15
          SELL    05/27/2004  $72.38
          BUY     05/27/2004  $-38.70
          BUY     05/27/2004  $-55.18
        BUY     05/27/2004  $-51.02
        BUY     05/27/2004  $-6.30
        SELL    05/27/2004  $35.69
        BUY     05/27/2004  $-25.23
        BUY     05/27/2004  $-27.56
        SELL    05/27/2004  $76.25
        SELL    05/27/2004  $47.17
        SELL    05/28/2004  $66.93
        BUY     05/28/2004  $-69.67
        SELL    05/28/2004  $38.12
        BUY     05/28/2004  $-42.43
        SELL    05/28/2004  $61.17
        BUY     05/28/2004  $-88.28
        BUY     05/28/2004  $-9.59
        BUY     05/28/2004  $-16.51
        SUMMARY 06/01/2004  $-356.06    44
          SELL    05/28/2004  $16.85
          SELL    05/28/2004  $10.18
          SELL    05/28/2004  $37.16
          BUY     05/29/2004  $-32.77
          BUY     05/29/2004  $-64.47
          SELL    05/29/2004  $15.00
          BUY     05/29/2004  $-6.25
          BUY     05/29/2004  $-98.61
          SELL    05/29/2004  $48.16
          BUY     05/29/2004  $-1.26
          BUY     05/29/2004  $-93.15
          BUY     05/29/2004  $-99.35
          SELL    05/29/2004  $81.69
          BUY     05/29/2004  $-4.93
          BUY     05/29/2004  $-60.58
          SELL    05/29/2004  $59.38
          SELL    05/30/2004  $9.39
          SELL    05/30/2004  $19.45
          BUY     05/30/2004  $-53.05
          SELL    05/30/2004  $62.63
          BUY     05/30/2004  $-2.64
          SELL    05/30/2004  $67.56
          SELL    05/30/2004  $49.81
          BUY     05/30/2004  $-85.84
          BUY     05/30/2004  $-31.58
          BUY     05/30/2004  $-99.37
          BUY     05/30/2004  $-92.50
          SELL    05/31/2004  $41.30
          SELL    05/31/2004  $81.08
          SELL    05/31/2004  $24.87
          SELL    05/31/2004  $63.63
          BUY     05/31/2004  $-84.37
          SELL    05/31/2004  $33.01
          SELL    05/31/2004  $69.74
          BUY     05/31/2004  $-2.81
          SELL    05/31/2004  $23.52
          BUY     05/31/2004  $-66.82
          SELL    05/31/2004  $1.42
          BUY     05/31/2004  $-18.64
          BUY     06/01/2004  $-49.84
          SELL    06/01/2004  $73.21
          BUY     06/01/2004  $-49.01
          BUY     06/01/2004  $-99.10
          BUY     06/01/2004  $-48.16
        SELL    06/01/2004  $72.90
        BUY     06/01/2004  $-48.62
        SELL    06/01/2004  $38.15
        BUY     06/01/2004  $-83.88
        BUY     06/01/2004  $-3.49
        BUY     06/01/2004  $-17.29
        BUY     06/01/2004  $-78.21
        BUY     06/01/2004  $-84.59
        SELL    06/01/2004  $50.00
        BUY     06/02/2004  $-33.41
        SELL    06/02/2004  $75.71
        BUY     06/02/2004  $-33.07
        BUY     06/02/2004  $-33.85
        BUY     06/02/2004  $-96.66
        BUY     06/02/2004  $-87.17
        BUY     06/02/2004  $-18.55
        SELL    06/02/2004  $86.66
        BUY     06/02/2004  $-99.78
        SELL    06/02/2004  $76.89
        SELL    06/02/2004  $23.18
        BUY     06/03/2004  $-79.99
        BUY     06/03/2004  $-12.25
        SELL    06/03/2004  $59.68
      SUMMARY 06/05/2004  $29.85    20
        SELL    06/03/2004  $89.82
        BUY     06/03/2004  $-89.27
        SELL    06/03/2004  $51.00
        BUY     06/03/2004  $-81.71
        BUY     06/03/2004  $-30.43
        BUY     06/03/2004  $-78.96
        SELL    06/03/2004  $45.68
        BUY     06/04/2004  $-34.07
        BUY     06/04/2004  $-60.03
        BUY     06/04/2004  $-63.75
        SELL    06/04/2004  $55.35
        BUY     06/04/2004  $-6.03
        SELL    06/04/2004  $36.83
        BUY     06/04/2004  $-9.13
        BUY     06/04/2004  $-25.10
        SELL    06/04/2004  $62.98
        SELL    06/04/2004  $23.05
        SELL    06/04/2004  $80.09
        SELL    06/04/2004  $14.61
        SELL    06/04/2004  $48.92
      SELL    06/05/2004  $75.29
      SELL    06/05/2004  $10.52
      SELL    06/05/2004  $61.51
      SELL    06/05/2004  $81.87
      SELL    06/05/2004  $43.20
      SELL    06/05/2004  $71.88
      SELL    06/05/2004  $24.45
      BUY     06/05/2004  $-38.18
      BUY     06/05/2004  $-12.12
      BUY     06/05/2004  $-44.41
      BUY     06/05/2004  $-57.28
      BUY     06/05/2004  $-0.40
      BUY     06/05/2004  $-29.94
      BUY     06/05/2004  $-57.53
      SELL    06/06/2004  $58.00
      BUY     06/06/2004  $-62.54
      BUY     06/06/2004  $-60.01
      SELL    06/06/2004  $37.22
      SELL    06/06/2004  $90.50
      BUY     06/06/2004  $-74.42
      SELL    06/06/2004  $77.44
      SELL    06/06/2004  $59.67
      BUY     06/06/2004  $-23.55
      SELL    06/06/2004  $30.57
      SELL    06/06/2004  $87.08
      SUMMARY 06/15/2004  $1134.08    44
        SELL    06/07/2004  $26.09
        BUY     06/07/2004  $-53.54
        BUY     06/07/2004  $-26.26
        SELL    06/07/2004  $18.63
        SELL    06/07/2004  $60.70
        SELL    06/07/2004  $38.10
        SELL    06/07/2004  $16.25
        BUY     06/07/2004  $-5.61
        BUY     06/07/2004  $-59.81
        SELL    06/07/2004  $10.93
        SELL    06/07/2004  $9.29
        SELL    06/08/2004  $81.46
        SELL    06/08/2004  $60.14
        SELL    06/08/2004  $99.14
        SELL    06/08/2004  $50.09
        BUY     06/08/2004  $-12.53
        SELL    06/08/2004  $13.74
        SELL    06/08/2004  $70.72
        SELL    06/08/2004  $35.59
        SELL    06/08/2004  $90.54
        BUY     06/08/2004  $-48.73
        SELL    06/08/2004  $73.76
        SELL    06/08/2004  $90.23
        BUY     06/08/2004  $-50.37
        BUY     06/09/2004  $-73.82
        SELL    06/09/2004  $30.38
        SUMMARY 06/10/2004  $215.53    15
          SELL    06/09/2004  $75.17
          BUY     06/09/2004  $-73.85
          SELL    06/09/2004  $51.58
          SELL    06/09/2004  $18.47
          SELL    06/09/2004  $67.33
          SELL    06/09/2004  $89.65
          SELL    06/09/2004  $15.09
          BUY     06/09/2004  $-21.16
          BUY     06/09/2004  $-32.26
          BUY     06/09/2004  $-76.61
          BUY     06/10/2004  $-52.07
          SELL    06/10/2004  $26.45
          SELL    06/10/2004  $96.36
          BUY     06/10/2004  $-8.89
          SELL    06/10/2004  $40.27
        SUMMARY 06/14/2004  $408.90    41
          SELL    06/10/2004  $44.41
          SELL    06/10/2004  $69.77
          SELL    06/10/2004  $54.69
          SELL    06/11/2004  $97.41
          BUY     06/11/2004  $-20.04
          BUY     06/11/2004  $-94.82
          SELL    06/11/2004  $18.61
          BUY     06/11/2004  $-50.73
          SELL    06/11/2004  $40.16
          SELL    06/11/2004  $54.68
          SELL    06/11/2004  $98.43
          BUY     06/11/2004  $-31.98
          SELL    06/11/2004  $2.79
          SELL    06/11/2004  $86.67
          BUY     06/12/2004  $-57.05
          SELL    06/12/2004  $93.03
          SELL    06/12/2004  $36.84
          BUY     06/12/2004  $-89.08
          SELL    06/12/2004  $82.51
          BUY     06/12/2004  $-4.37
          BUY     06/12/2004  $-44.19
          SELL    06/12/2004  $36.55
          BUY     06/12/2004  $-58.70
          SELL    06/12/2004  $2.06
          SELL    06/12/2004  $83.56
          BUY     06/12/2004  $-72.84
          BUY     06/12/2004  $-30.35
          BUY     06/13/2004  $-87.65
          SELL    06/13/2004  $34.14
          SELL    06/13/2004  $83.19
          SELL    06/13/2004  $78.99
          BUY     06/13/2004  $-47.66
          SELL    06/13/2004  $79.65
          BUY     06/13/2004  $-33.33
          BUY     06/13/2004  $-70.65
          BUY     06/13/2004  $-1.44
          SELL    06/13/2004  $59.02
          SELL    06/13/2004  $8.70
          BUY     06/14/2004  $-2.29
          SELL    06/14/2004  $37.64
          BUY     06/14/2004  $-77.43
        BUY     06/14/2004  $-4.33
        BUY     06/14/2004  $-60.58
        BUY     06/14/2004  $-45.08
        BUY     06/14/2004  $-92.92
        SELL    06/14/2004  $15.08
        SELL    06/14/2004  $96.49
        SELL    06/14/2004  $39.85
        SELL    06/14/2004  $56.96
        BUY     06/14/2004  $-85.30
        SELL    06/14/2004  $93.09
        SELL    06/15/2004  $3.82
        SELL    06/15/2004  $10.30
        BUY     06/15/2004  $-58.13
        BUY     06/15/2004  $-50.17
        BUY     06/15/2004  $-45.30
        SELL    06/15/2004  $90.76
      BUY     06/15/2004  $-28.00
      BUY     06/15/2004  $-98.93
      BUY     06/15/2004  $-27.43
      BUY     06/15/2004  $-47.75
      SELL    06/16/2004  $19.43
      BUY     06/16/2004  $-60.70
      SELL    06/16/2004  $42.17
      BUY     06/16/2004  $-55.25
      BUY     06/16/2004  $-11.33
      SELL    06/16/2004  $85.34
      BUY     06/16/2004  $-22.11
      SELL    06/16/2004  $55.10
      BUY     06/16/2004  $-78.92
      SELL    06/16/2004  $18.75
      BUY     06/16/2004  $-1.90
      BUY     06/17/2004  $-99.29
      SELL    06/17/2004  $0.45
      BUY     06/17/2004  $-56.25
      SELL    06/17/2004  $50.30
      BUY     06/17/2004  $-45.21
      BUY     06/17/2004  $-1.58
      SELL    06/17/2004  $7.12
      SELL    06/17/2004  $83.76
      BUY     06/17/2004  $-27.13
      SUMMARY 06/20/2004  $-469.92    34
        BUY     06/17/2004  $-0.93
        BUY     06/17/2004  $-62.41
        SELL    06/17/2004  $74.78
        BUY     06/17/2004  $-7.63
        BUY     06/17/2004  $-90.28
        SELL    06/17/2004  $25.67
        BUY     06/18/2004  $-31.83
        SELL    06/18/2004  $74.74
        SELL    06/18/2004  $47.01
        BUY     06/18/2004  $-81.11
        SELL    06/18/2004  $10.81
        BUY     06/18/2004  $-38.13
        BUY     06/18/2004  $-70.44
        SELL    06/18/2004  $35.70
        BUY     06/18/2004  $-97.37
        BUY     06/18/2004  $-30.04
        SELL    06/18/2004  $47.93
        BUY     06/18/2004  $-99.43
        BUY     06/19/2004  $-37.82
        BUY     06/19/2004  $-97.45
        BUY     06/19/2004  $-66.37
        SELL    06/19/2004  $5.23
        SELL    06/19/2004  $34.04
        SELL    06/19/2004  $70.90
        SELL    06/19/2004  $46.58
        SELL    06/19/2004  $43.63
        BUY     06/19/2004  $-74.61
        SELL    06/19/2004  $23.48
        BUY     06/19/2004  $-2.53
        SELL    06/19/2004  $68.86
        BUY     06/20/2004  $-31.35
        BUY     06/20/2004  $-78.24
        BUY     06/20/2004  $-75.41
        BUY     06/20/2004  $-5.90
      BUY     06/20/2004  $-5.40
      BUY     06/20/2004  $-38.84
      SELL    06/20/2004  $82.60
      SELL    06/20/2004  $49.97
      SELL    06/20/2004  $16.29
      SELL    06/20/2004  $97.82
      BUY     06/20/2004  $-99.85
    BUY     06/20/2004  $-20.14
    BUY     06/21/2004  $-77.92
    SUMMARY 07/20/2004  $-530.75    70
      SUMMARY 06/24/2004  $167.69    40
        SELL    06/21/2004  $9.61
        SELL    06/21/2004  $38.05
        BUY     06/21/2004  $-13.61
        BUY     06/21/2004  $-38.24
        BUY     06/21/2004  $-79.01
        BUY     06/21/2004  $-26.53
        SELL    06/21/2004  $64.03
        BUY     06/21/2004  $-18.56
        SELL    06/21/2004  $49.36
        BUY     06/21/2004  $-65.02
        BUY     06/21/2004  $-93.63
        BUY     06/21/2004  $-51.76
        BUY     06/21/2004  $-32.39
        SELL    06/21/2004  $49.94
        SELL    06/21/2004  $84.14
        BUY     06/22/2004  $-12.17
        BUY     06/22/2004  $-44.02
        SELL    06/22/2004  $2.03
        BUY     06/22/2004  $-50.62
        SELL    06/22/2004  $13.51
        SELL    06/22/2004  $59.87
        SELL    06/22/2004  $3.96
        SELL    06/22/2004  $73.89
        BUY     06/22/2004  $-55.11
        BUY     06/22/2004  $-13.65
        BUY     06/22/2004  $-29.97
        BUY     06/22/2004  $-34.17
        SELL    06/23/2004  $19.35
        BUY     06/23/2004  $-39.90
        SELL    06/23/2004  $99.57
        SELL    06/23/2004  $23.03
        SELL    06/23/2004  $80.02
        SELL    06/23/2004  $100.06
        SELL    06/23/2004  $59.51
        SELL    06/23/2004  $71.77
        BUY     06/23/2004  $-92.67
        SELL    06/23/2004  $74.47
        SELL    06/23/2004  $72.71
        BUY     06/24/2004  $-29.45
        BUY     06/24/2004  $-60.71
      BUY     06/24/2004  $-41.01
      BUY     06/24/2004  $-94.25
      SELL    06/24/2004  $25.16
      BUY     06/24/2004  $-10.56
      SUMMARY 06/29/2004  $-668.20    55
        SELL    06/24/2004  $26.32
        SELL    06/24/2004  $13.46
        SELL    06/24/2004  $100.10
        BUY     06/24/2004  $-92.43
        BUY     06/24/2004  $-70.92
        BUY     06/25/2004  $-35.16
        BUY     06/25/2004  $-12.70
        BUY     06/25/2004  $-16.27
        BUY     06/25/2004  $-13.98
        BUY     06/25/2004  $-57.45
        SELL    06/25/2004  $14.91
        BUY     06/25/2004  $-7.47
        SELL    06/25/2004  $39.90
        SELL    06/25/2004  $40.46
        SELL    06/25/2004  $59.10
        SELL    06/25/2004  $35.93
        BUY     06/25/2004  $-56.40
        SELL    06/25/2004  $6.00
        BUY     06/25/2004  $-27.67
        BUY     06/26/2004  $-69.79
        BUY     06/26/2004  $-8.86
        SELL    06/26/2004  $67.22
        BUY     06/26/2004  $-94.47
        SELL    06/26/2004  $60.46
        SELL    06/26/2004  $24.06
        BUY     06/26/2004  $-78.93
        BUY     06/26/2004  $-89.28
        SELL    06/26/2004  $97.05
        SELL    06/26/2004  $66.34
        BUY     06/26/2004  $-66.29
